review_text,stars,needs_reply
I just came back from a year or more of not using the app (I didn't really have a routine) and I've gotta say the design changes are amazing. It's visually easier to navigate and edit. The ideas in blocks are great. Can't wait to see you implement more things to do with overlaps and such.,5,1
Extremely good for work,5,0
"What if one wants to add a habit wherein one wants to do that thing 4 times in a week and not on 4 specific days of the week. I guess while adding a habit, this app requires one to select 4 specific days. Just a suggestion. It would be really great if this flexibility can be allowed.",4,1
"Two requests please: 1) Allow the user to set what time the day/recurrent tasks reset. Not everyone's ""day"" ends at midnight! 2) Propagate the theme selected to the widget. If I have selected a dark blue theme, my widget should have the same dark blue icon(s), not a bright red HabitNow one. Good so far, more customization would make it great...thanks!",3,1
Treating activities like a game Gives me a sense of accomplishment when I successfully finish my duties and earn XP.,4,1
After completion of planting time it doesn't plays sounds notification. And because of this time exceeds in one task more than one and causes mismanagement! Kindly fix it!,3,1
No habits library,2,1
I don't know how to use it .. Help me please 🙏🏻,3,1
Cannot get it to work on my Huawei P20. I have tried 3 times and cannot get it to sign in. It looks like it works fine on my iPad because I can sign up and get in but on my phone I am unable to do either. I needed something that I could use on both devices but am unable to get into in ob my phone,1,1
DO NOT BUY PREMIUM Version!! App stopped synching 7/27/2019 and is no longer supported. I got Premium to sync to new phone since I've been using the app for over a year and wanted to keep tracking. $10 wasted! Very disappointing because basic version is great - simple but fully functional and effective for tracking up to 5 habits. Good visuals and the ability to make notes. Premium = tracking >5 habits and syncing across devices but no more! Would be 4 stars if still supported and worked.,2,1
Awesome app! Easier to keep track of schedule and never forget a thing.,5,0
Please add a stopwatch timer that is my only wish!!!!,4,1
There is better google keep than this if you need a free one. You need to pay to use this.,2,1
"Is a good calender, but a few Singapore holiday was on the wrong date.ie Hari Raya Puasa was on 5/6 but calendar show 4/6. Deepavali 27/10 was show wrongly on 26/10...",2,1
Looks cool but i had to uninstall the app because it wont go to sd storage.,2,1
"Love the concept behind the app!! I feel silly but it still works. I am able to complete most of my tasks. My only suggestion would be: please, let the characters not be pixellated.",4,1
Easy to use and has notification reminders,5,0
I love this app as it actually help me to change habits.,5,0
Nice user experience. Would be helpful if able to sync with Gmail account,4,1
"great app but waaay to complicated, deleted it and replaced with a different simpler app. interface looks cool though.",2,1
"this is one of the apps that is WAY to confusion for me to use, it's nicely put together but it's confusing and hard for us dumber people to understand. it could use some work but it's okay..",3,1
"Hi,  I am using Vivo V5 Plus handset. I had downloaded ""Todoist"" for quick reminder but your application does not remind me on time set for work, if screen is idle and notify only when i turn on screen.  Kindly help me in this regard.",2,1
Very goood,5,0
